movieId,rating
2,4
2,4
2,2.5
2,4
2,4
2,5
2,3.5
2,2
6,4
6,4
6,5
6,4
6,4
6,4.5
6,3.5
6,3
6,3
6,4
6,3
6,4.5
6,4.5
6,4
6,4
6,3.5
6,4
6,5
6,3
6,4
6,3
6,4.5
6,3
6,5
6,5
6,4
6,2
6,3.5
6,3
6,4.5
6,4
6,4
6,4
6,5
6,2
6,3.5
6,3.5
6,5
6,5
6,4
6,5
6,3
6,4
6,4
6,4.5
6,3
6,5
6,3.5
6,1
6,4
6,3
6,3
6,5
6,4
6,4
6,4
6,5
6,4
6,4
6,4
6,4
6,5
6,5
6,5
6,3
6,3
6,5
6,4
6,5
6,3
6,4
6,4
6,5
6,5
6,4
6,4
6,3
6,3
6,3
6,4
6,5
6,3
6,4
6,3
6,4
6,4
6,5
6,5
6,5
6,4
6,4.5
6,4
6,4
6,5
6,3.5
6,3
6,3
6,4.5
6,3
6,4
6,3
6,5
10,3
10,2
10,3
10,2
10,5
10,3
10,4
10,5
10,5
10,4
10,3
10,4
10,3
10,3
10,3
10,4.5
10,1
10,3.5
10,3
10,3.5
10,4
10,3
10,4
10,3
10,3
10,4
10,5
10,3
10,1
10,4.5
10,3
10,3
10,3
10,5
10,4
10,2
10,3.5
10,4
10,5
10,4
10,4.5
10,4
10,2
10,4
10,4.5
10,4
10,4
10,4
10,3
10,2
10,3
10,5
10,5
10,3.5
10,2
10,4
10,3.5
10,4
10,3
10,3.5
10,3
10,4
10,4
10,2.5
10,4
10,3
10,4
10,3
10,3.5
10,4
10,4
10,4
10,3
10,3.5
10,3.5
10,3
10,3
10,4.5
10,5
10,3
10,3
10,3.5
10,3
10,3
10,4.5
10,3
10,3
10,3.5
10,3
10,3.5
10,4
10,4.5
10,3
10,3
10,4
10,4
10,2
10,4
10,3
10,2
10,3
10,3
10,4
10,2
10,4
10,4
10,2.5
10,3
10,4
10,0.5
10,4
10,4.5
10,4
10,4
10,4
10,4
10,4.5
10,3
10,3
10,4
10,3.5
10,4.5
10,3.5
10,5
10,3
10,3.5
10,3
10,3
10,3.5
10,3
10,4
10,4
32,2
32,4
32,3
32,4
32,4
32,4
32,3.5
32,3.5
32,3.5
32,4
32,3
32,3
32,4.5
32,4
32,3
32,3
32,4
32,5
32,4.5
32,3
32,4
32,5
32,4.5
32,3.5
32,4
32,5
32,4
32,4
32,5
32,4
32,3.5
32,4
32,5
32,5
32,3
32,3
32,5
32,3
32,4
32,5
32,4
32,5
32,4
32,5
32,5
32,4
32,5
32,3
32,4
32,4
32,5
32,4
32,5
32,4
32,4
32,3
32,3.5
32,4.5
32,5
32,3
32,4
32,4.5
32,4
32,5
32,5
32,5
32,3
32,5
32,4.5
32,5
32,1
32,4
32,4
32,4
32,4
32,4
32,5
32,4
32,5
32,5
32,4
32,5
32,5
32,2
32,4
32,3
32,3.5
32,4
32,5
32,3.5
32,4
32,4
32,3
32,4
32,4.5
32,2.5
32,4
32,5
32,2.5
32,4
32,3
32,3.5
32,3
32,4
32,5
32,4
32,3
32,4
32,4
32,5
32,5
32,4.5
32,5
32,3.5
32,4
32,3
32,3.5
32,4
32,4
32,5
32,4.5
32,5
32,3.5
32,3.5
32,4
32,3.5
32,4
32,4
32,5
32,4
32,2
32,4
32,5
32,5
32,3
32,3.5
32,3.5
32,4
32,5
32,3
32,4
32,4
32,4.5
32,4
32,5
32,5
32,3.5
32,3
32,3
32,4
32,5
32,4
32,3.5
32,3
32,3
32,5
32,3
32,5
32,4
32,3
32,3.5
32,3.5
32,5
32,4
32,4
32,5
32,5
32,3
32,3.5
32,3
32,4.5
32,3
32,3
32,4
32,4
32,3.5
32,4.5
34,4
34,4
34,5
34,2.5
34,4
34,4
34,3
34,5
34,3
34,5
34,5
34,3
34,4.5
34,1
34,2
34,4
34,5
34,4
34,4
34,5
34,4
34,3
34,2.5
34,2
34,3
34,3
34,1.5
34,2
34,4
34,4
34,3
34,4
34,5
34,4
34,5
34,4
34,5
34,5
34,2
34,4
34,4
34,2.5
34,5
34,5
34,4
34,4.5
34,1
34,5
34,2
34,3
34,4
34,5
34,1
34,4
34,4
34,4
34,5
34,4
34,4
34,3.5
34,3
34,2.5
34,5
34,3
34,2
34,4
34,5
34,5
34,3.5
34,4
34,2.5
34,3
34,4
34,4
34,4
34,5
34,4
34,3.5
34,4
34,3
34,3
34,3
34,4
34,4
34,5
34,5
34,3.5
34,3
34,3.5
34,5
34,5
34,4
34,4
34,2
34,4
34,4.5
34,4
34,4
34,4
34,3
34,2
34,3
34,5
34,3.5
34,4
34,5
34,3
34,5
34,4
34,5
34,2.5
34,2.5
34,2
34,4
34,2.5
34,3.5
34,3
34,2.5
34,3
34,4
34,4
34,4
34,2
34,1
34,4
34,4
34,3
34,3.5
39,3
39,3
39,4
39,3
39,3
39,5
39,3
39,3
39,3
39,3
39,4
39,3
39,5
39,4
39,4
39,1.5
39,1
39,4
39,3
39,4
39,3
39,4
39,0.5
39,3
39,3
39,4
39,3
39,3.5
39,1
39,2
39,3.5
39,4
39,3
39,4
39,3
39,1
39,5
39,3
39,5
39,3
39,3
39,3
39,3
39,5
39,3
39,4
39,2
39,4
39,4
39,1
39,3
39,3.5
39,2
39,2
39,3
39,4
39,3
39,2
39,4
39,1
39,4.5
39,4
39,3.5
39,3
39,3
39,2.5
39,4
39,4
39,3
39,3
39,4
39,5
39,2
39,3
39,3.5
39,2.5
39,4.5
39,3
39,3.5
39,1
39,5
39,3
39,4
39,4
39,4.5
39,4
39,3
39,3
39,3.5
39,4
39,3
39,3
39,5
39,1
39,4
39,4.5
39,4
39,4
39,3
39,3
39,5
39,5
39,3
39,3
47,5
47,2
47,4
47,4
47,5
47,5
47,3.5
47,3.5
47,4
47,4.5
47,3
47,4
47,3
47,3
47,3.5
47,4
47,4
47,3
47,3
47,5
47,5
47,4.5
47,4
47,4.5
47,5
47,4
47,4.5
47,2
47,3.5
47,3
47,3.5
47,4.5
47,2
47,5
47,0.5
47,5
47,3
47,4.5
47,5
47,3.5
47,4
47,3
47,4.5
47,4.5
47,5
47,3.5
47,4
47,4
47,4
47,4
47,5
47,5
47,4
47,3
47,4
47,4.5
47,5
47,3.5
47,5
47,4
47,5
47,5
47,4.5
47,4.5
47,4
47,3
47,4
47,4
47,4
47,3
47,5
47,3
47,4
47,5
47,2
47,3.5
47,3
47,4
47,3
47,5
47,5
47,3
47,4.5
47,3.5
47,5
47,4
47,5
47,4
47,5
47,5
47,4.5
47,4.5
47,4
47,3
47,4
47,3
47,5
47,3.5
47,2
47,4
47,4
47,4.5
47,5
47,4
47,4
47,5
47,1
47,5
47,4
47,4
47,4
47,4.5
47,3
47,4
47,2
47,4.5
47,5
47,4.5
47,3.5
47,3
47,4.5
47,5
47,5
47,4
47,4.5
47,4
47,3.5
47,3.5
47,5
47,5
47,3
47,5
47,2
47,3
47,4.5
47,3
47,5
47,3
47,5
47,3
47,4
47,3
47,4
47,4
47,5
47,4
47,5
47,4.5
47,0.5
47,4
47,3
47,4
47,4
47,4.5
47,4
47,4.5
47,4
47,4
47,5
47,5
47,4
47,5
47,5
47,4
47,3
47,4
47,4
47,4.5
47,3.5
47,4
47,3
47,3
47,3
47,5
47,3
47,5
47,4
47,2
47,5
47,3.5
47,4
47,4.5
47,1
47,5
47,4.5
47,4
47,4.5
47,4
47,3.5
47,5
47,5
47,5
47,5
47,3
47,3
47,4
47,4
47,4
47,4
47,5
47,3
47,4.5
47,5
50,5
50,4
50,1
50,4.5
50,5
50,4
50,4.5
50,5
50,4
50,4
50,3.5
50,3.5
50,5
50,5
50,5
50,5
50,5
50,3
50,5
50,5
50,5
50,3
50,5
50,5
50,3
50,4.5
50,5
50,3
50,4
50,3
50,5
50,4.5
50,4.5
50,4
50,5
50,4.5
50,5
50,4
50,5
50,4
50,5
50,4
50,5
50,4.5
50,4
50,4
50,3
50,3
50,5
50,5
50,4.5
50,4
50,4
50,4
50,5
50,3
50,4
50,4.5
50,4.5
50,4.5
50,5
50,5
50,3
50,5
50,4
50,4
50,4
50,5
50,3
50,5
50,5
50,4.5
50,3
50,4.5
50,4
50,2.5
50,4.5
50,4
50,4.5
50,5
50,4
50,4.5
50,5
50,4
50,3
50,4
50,5
50,4
50,4
50,5
50,3.5
50,4.5
50,4.5
50,3.5
50,4
50,3
50,5
50,5
50,5
50,3.5
50,4.5
50,5
50,4.5
50,2.5
50,4.5
50,5
50,4
50,5
50,4
50,4.5
50,2
50,4.5
50,4
50,2
50,5
50,5
50,4
50,5
50,5
50,3
50,4.5
50,4.5
50,4
50,5
50,5
50,4.5
50,3.5
50,5
50,3.5
50,4
50,4
50,4.5
50,5
50,5
50,4
50,4.5
50,5
50,3
50,3
50,4.5
50,4
50,5
50,4
50,5
50,3
50,5
50,4.5
50,4.5
50,4
50,5
50,4.5
50,3
50,5
50,4
50,4
50,5
50,4
50,4
50,4.5
50,5
50,3
50,3.5
50,4
50,3
50,5
50,4
50,3.5
50,4
50,4.5
50,4
50,3
50,3
50,4
50,5
50,4.5
50,4.5
50,2
50,4.5
50,5
50,4
50,5
50,4
50,4.5
50,4
50,5
50,5
50,1
50,5
50,3
50,5
50,5
50,5
50,5
50,4.5
50,4.5
50,5
50,3.5
50,5
50,3.5
50,5
50,5
50,4.5
50,4.5
50,4
110,4
110,4
110,5
110,3
110,5
110,5
110,4.5
110,4.5
110,3.5
110,5
110,5
110,0.5
110,5
110,4
110,4
110,3
110,5
110,5
110,4
110,3
110,4
110,4
110,5
110,2
110,4.5
110,2.5
110,4
110,5
110,2.5
110,4.5
110,3
110,4.5
110,4
110,4
110,5
110,5
110,5
110,4.5
110,1
110,3.5
110,5
110,5
110,3.5
110,3.5
110,3
110,5
110,4
110,3.5
110,4.5
110,4
110,5
110,4
110,5
110,2.5
110,3
110,5
110,4
110,5
110,4
110,4
110,3.5
110,4.5
110,3
110,4
110,5
110,4
110,3.5
110,4
110,3
110,5
110,4
110,5
110,3
110,3.5
110,5
110,3
110,3
110,3
110,3.5
110,3
110,4.5
110,4
110,5
110,4
110,2
110,4
110,3.5
110,3.5
110,5
110,4.5
110,3
110,4
110,4.5
110,5
110,5
110,4
110,5
110,4
110,4
110,2.5
110,3
110,5
110,4
110,4.5
110,4
110,5
110,5
110,5
110,1.5
110,5
110,2.5
110,5
110,3
110,1.5
110,4
110,5
110,3.5
110,1
110,4
110,4
110,5
110,4.5
110,3.5
110,2
110,5
110,1
110,3.5
110,3.5
110,4
110,4
110,5
110,5
110,4.5
110,3
110,3
110,4
110,4
110,4
110,4
110,4
110,4
110,5
110,3.5
110,5
110,4
110,3
110,3.5
110,4
110,5
110,4
110,5
110,4
110,3
110,5
110,4
110,4
110,4
110,5
110,4
110,4
110,4
110,4
110,2.5
110,4
110,3
110,4.5
110,4
110,4.5
110,3.5
110,4.5
110,4
110,5
110,5
110,5
110,5
110,5
110,4
110,5
110,5
110,4.5
110,5
110,4
110,5
110,5
110,3
110,2
110,5
110,4
110,3
110,5
110,4.5
110,5
110,5
110,5
110,3
110,5
110,4
110,1.5
110,4
110,3
110,5
110,5
110,5
110,5
110,3
110,3.5
110,5
110,4
110,4
110,5
110,4
110,5
110,3.5
110,5
110,5
110,4
110,5
110,4.5
110,5
110,5
110,5
110,4
110,5
110,3
110,5
110,5
110,3.5
110,2
110,5
110,1
110,3
110,3
110,3.5
110,5
110,4
110,3
110,4.5
111,4.5
111,4
111,4
111,5
111,2
111,4
111,4
111,5
111,5
111,3
111,4
111,4.5
111,5
111,3
111,4
111,4.5
111,4.5
111,4
111,4
111,4
111,5
111,4
111,5
111,4
111,5
111,4
111,5
111,4.5
111,5
111,4.5
111,4.5
111,5
111,2
111,3
111,5
111,4
111,4.5
111,4.5
111,5
111,3
111,4
111,3
111,3
111,4
111,5
111,3.5
111,5
111,2
111,3
111,3
111,3.5
111,5
111,5
111,5
111,2
111,3.5
111,4
111,4
111,4
111,5
111,4
111,3.5
111,5
111,3
111,3
111,5
111,4.5
111,5
111,4.5
111,5
111,3
111,4
111,5
111,4.5
111,4.5
111,4
111,4
111,5
111,5
111,3
111,4
111,3.5
111,3
111,5
111,5
111,3
111,5
111,4
111,4.5
111,3
111,5
111,4
111,3
111,4
111,4
111,4.5
111,5
111,4
111,3.5
111,5
111,4
111,3.5
111,3
111,5
150,3
150,4
150,4.5
150,4
150,5
150,4
150,3.5
150,3
150,4
150,3
150,5
150,5
150,4
150,5
150,5
150,5
150,5
150,3
150,4
150,3
150,3
150,4
150,3
150,3
150,4
150,4
150,2
150,4
150,4
150,3
150,5
150,3.5
150,5
150,4
150,5
150,5
150,3
150,4
150,5
150,3
150,4
150,1
150,4
150,3
150,4
150,4
150,3
150,2
150,3.5
150,5
150,3.5
150,5
150,3
150,3
150,4
150,4
150,5
150,4
150,4
150,4.5
150,3
150,4
150,5
150,4
150,4
150,4
150,2.5
150,2
150,5
150,4
150,5
150,4
150,4
150,4
150,4
150,4
150,5
150,4.5
150,4
150,5
150,2
150,4.5
150,2
150,5
150,4
150,3
150,3
150,2.5
150,4
150,4
150,4
150,4
150,5
150,3
150,5
150,4.5
150,5
150,2
150,4
150,3
150,4
150,3
150,5
150,2
150,4
150,3
150,4
150,4
150,3.5
150,4.5
150,3
150,3
150,3.5
150,4
150,4
150,5
150,4
150,4
150,3.5
150,3.5
150,3
150,4
150,3
150,3
150,2
150,3
150,5
150,5
150,5
150,3.5
150,4
150,4
150,5
150,4
150,3
150,5
150,4
150,4
150,5
150,3
150,3.5
150,2
150,5
150,5
150,4
150,4
150,4
150,3
150,4
150,3
150,3
150,5
150,4.5
150,5
150,3
150,4.5
150,4
150,4
150,3.5
150,2
150,5
150,5
150,3.5
150,3.5
150,4.5
150,5
150,3
150,4
150,4.5
150,4
150,5
150,4
150,4
150,4
150,5
150,4
150,4.5
150,3
150,4
150,3
150,3
150,3
150,4
150,4
150,3
150,4
150,5
150,3
150,4
150,4.5
150,5
150,3
150,3.5
150,3.5
150,2.5
150,2
150,4
150,5
150,5
150,2
150,3
153,3
153,3
153,2
153,3
153,2
153,2
153,3
153,3
153,3
153,3
153,3
153,2
153,5
153,4
153,4
153,2
153,3
153,1
153,2.5
153,3
153,3
153,3
153,2
153,4
153,3
153,5
153,3
153,3
153,3
153,3
153,3
153,2
153,4
153,4
153,1
153,4
153,1
153,3
153,3
153,3
153,0.5
153,3
153,3
153,4
153,2.5
153,3
153,3
153,3
153,3
153,3
153,3
153,3.5
153,1
153,2
153,4
153,3.5
153,2
153,2.5
153,4
153,3
153,3.5
153,5
153,3
153,3
153,2
153,4
153,4
153,3.5
153,3
153,2
153,3
153,3
153,2
153,3
153,2
153,2
153,3
153,5
153,2
153,3
153,4
153,3
153,3
153,2.5
153,3
153,4
153,3
153,3
153,3
153,2
153,3
153,3
153,2
153,3.5
153,1
153,3
153,1
153,4
153,2.5
153,4
153,5
153,3
153,4
153,3
153,3
153,1
153,2
153,5
153,3
153,3
153,3
153,2
153,3
153,3.5
153,3
153,3
153,3
153,2
153,5
153,2.5
153,1.5
153,3
153,2
153,3
153,3
153,2.5
153,3
153,2.5
153,3
153,2
153,4
153,1
153,3
153,4
153,3
153,2.5
153,3
161,3
161,2
161,3
161,3
161,4
161,3
161,4
161,3
161,3
161,4
161,4
161,3
161,3.5
161,3
161,3.5
161,4
161,3
161,3
161,4
161,3
161,1.5
161,4.5
161,3
161,3
161,3
161,4
161,4
161,5
161,4
161,4
161,5
161,4
161,4
161,3
161,4
161,3.5
161,4.5
161,5
161,4
161,3
161,2
161,4
161,3.5
161,4
161,3
161,4
161,4
161,5
161,3
161,4
161,2
161,1
161,2
161,3
161,4
161,4
161,4
161,5
161,4
161,4
161,4
161,5
161,4
161,3
161,4
161,4
161,3
161,3.5
161,5
161,4
161,4
161,4
161,5
161,2
161,3
161,3.5
161,4
161,3.5
161,5
161,5
161,3
161,5
161,4
161,4
161,5
161,3
161,5
161,2.5
161,3
161,4
161,3
161,3
161,4
161,5
161,4.5
161,4
161,3
161,4
161,4
161,3.5
161,1
161,4
161,3
165,3
165,4
165,3
165,4
165,3
165,3.5
165,3.5
165,4
165,4
165,4
165,5
165,4
165,2
165,5
165,5
165,4
165,3
165,3
165,4
165,4
165,3.5
165,5
165,4
165,3
165,3
165,4
165,3
165,4
165,3
165,4
165,5
165,3
165,3
165,3
165,3.5
165,3
165,5
165,4
165,4
165,1
165,5
165,4
165,3
165,3
165,3
165,3
165,4
165,4
165,3
165,3
165,2
165,4
165,3
165,4.5
165,4
165,3
165,3
165,3.5
165,5
165,5
165,2
165,2
165,4
165,5
165,4
165,3.5
165,3
165,3
165,2
165,4
165,2.5
165,3
165,2
165,3.5
165,3
165,4
165,4
165,3
165,4
165,5
165,4
165,2
165,3.5
165,4
165,3
165,3.5
165,2
165,5
165,2
165,2
165,3
165,5
165,3
165,3.5
165,3
165,3
165,3.5
165,1
165,4
165,2
165,3
165,4
165,3
165,4
165,4
165,5
165,3
165,4
165,5
165,3
165,3
165,4.5
165,3
165,3
165,4.5
165,5
165,3
165,3
165,3
165,5
165,2.5
165,3
165,4.5
165,2
165,3
165,5
165,4.5
165,5
165,3
165,3
165,3
165,5
165,4
165,5
165,5
165,4
165,3
165,3
165,4.5
165,3
165,2.5
165,5
165,4
165,4
185,3
185,5
185,2
185,3
185,5
185,4
185,4
185,3
185,4
185,3
185,2
185,3
185,3
185,3
185,3
185,2
185,2
185,4
185,2
185,3
185,3
185,3.5
185,3
185,2
185,3
185,3
185,3
185,1
185,1.5
185,4
185,3
185,5
185,2.5
185,4
185,4
185,3
185,4
185,5
185,4
185,3
185,2
185,3
185,4
185,3
185,4
185,3
185,3
185,1
185,4
185,1
185,4
185,4
185,4
185,2.5
185,1
185,2
185,3
185,3
185,4
185,3.5
185,2
185,3.5
185,3
185,3
185,4
185,4
185,3
185,3
185,1
185,3
185,4
185,4
185,2
185,5
185,4.5
185,2
185,3
185,2.5
185,5
185,3
185,3
185,3
185,3
185,3
185,1
185,1
185,4
185,5
185,0.5
185,3
185,0.5
185,3
185,3
185,3
185,3
185,3
185,2
185,4
185,2.5
185,3.5
185,2
185,5
185,3.5
185,1
185,3
185,3
185,2.5
185,2.5
185,3
185,4
185,3
185,3
208,3
208,3
208,3
208,3
208,2
208,2
208,1
208,2
208,4
208,3
208,4
208,1
208,4
208,2
208,4
208,4
208,2
208,1
208,2.5
208,2
208,3
208,2.5
208,4
208,2
208,4
208,3
208,4
208,3
208,4
208,3.5
208,3
208,3.5
208,4
208,4
208,3
208,1
208,3
208,2
208,0.5
208,2.5
208,1
208,2.5
208,4
208,4
208,3.5
208,4
208,4
208,2.5
208,4
208,2.5
208,2
208,3.5
208,3
208,2.5
208,4
208,2
208,3
208,3
208,4
208,3.5
208,3
208,2
208,3
208,3
208,3
208,1.5
208,3.5
208,2
208,1
208,5
208,4
208,4
208,4
208,2
208,4
208,2.5
208,3
208,2.5
208,3
208,4
208,3
208,2
208,2
208,2
208,3
208,3
208,3
208,3
208,4
208,3
208,3
208,1
208,4
208,3
208,3
208,3
208,1
208,3
208,4
208,2
208,3.5
208,1
208,2.5
208,4
208,4
208,2
208,4
208,5
208,2.5
208,2
208,3
208,3
208,3
208,3
208,3
223,3
223,4
223,4
223,3
223,4
223,5
223,5
223,5
223,5
223,3
223,3
223,3.5
223,1
223,5
223,4.5
223,3
223,3.5
223,4
223,5
223,3
223,1.5
223,5
223,3
223,5
223,4
223,4
223,5
223,2.5
223,4.5
223,4
223,4.5
223,5
223,3
223,3.5
223,4
223,4
223,5
223,5
223,5
223,4
223,3
223,2
223,1
223,4
223,5
223,4
223,5
223,2.5
223,4
223,4
223,4
223,1
223,5
223,4
223,4.5
223,3
223,4.5
223,5
223,5
223,3.5
223,3.5
223,4.5
223,4
223,4
223,4
223,3
223,4
223,4
223,4
223,4
223,5
223,4
223,3.5
223,4
223,5
223,3.5
223,4
223,4
223,5
223,4
223,3
223,3.5
223,4
223,1.5
223,3.5
223,4
223,5
223,3.5
223,4
223,4
223,4
223,4
223,3.5
223,4.5
223,5
223,4
223,4
223,3
223,3.5
223,2.5
223,3
223,4
223,4.5
223,2.5
231,5
231,3
231,4
231,3
231,2.5
231,2
231,4
231,3
231,5
231,1
231,4
231,3
231,5
231,3
231,5
231,5
231,3
231,4.5
231,3.5
231,1
231,4
231,3
231,3
231,5
231,3
231,3
231,3
231,2.5
231,2
231,4.5
231,1
231,4
231,3
231,2
231,2
231,3
231,3
231,3
231,3
231,4.5
231,3
231,4
231,3
231,0.5
231,1
231,1.5
231,3.5
231,3.5
231,5
231,5
231,2
231,3
231,2
231,3.5
231,4
231,3
231,4.5
231,4
231,3
231,1
231,4
231,3
231,2
231,2.5
231,4
231,1
231,2.5
231,3
231,5
231,4
231,3.5
231,4
231,2
231,4
231,3.5
231,1
231,4
231,4
231,2.5
231,2.5
231,3
231,2
231,3
231,3
231,3.5
231,2
231,4
231,1
231,1
231,1
231,3
231,5
231,2.5
231,2.5
231,2
231,3
231,3.5
231,3
231,3
231,1
231,3
231,2.5
231,1.5
231,4
231,5
231,1
231,2.5
231,3.5
231,3
231,5
231,3.5
231,4
231,3.5
231,3
231,2
231,3
231,2.5
231,5
231,5
231,2.5
231,2
231,2
231,4
231,2
231,3
231,2.5
231,3.5
231,3.5
231,2
231,2.5
231,3
231,3
231,4
253,3
253,3
253,5
253,3
253,4
253,3.5
253,3
253,1
253,5
253,4
253,4
253,3
253,2
253,4
253,2.5
253,4.5
253,1
253,4
253,3
253,4
253,3
253,4.5
253,4
253,3
253,4.5
253,1
253,3.5
253,4
253,2
253,2
253,4
253,4
253,4.5
253,3
253,3
253,5
253,4
253,4
253,3
253,3.5
253,3
253,3
253,4
253,5
253,5
253,4
253,4
253,3
253,3
253,4.5
253,4
253,1.5
253,3.5
253,0.5
253,4
253,4
253,3.5
253,3
253,4
253,4.5
253,4
253,3
253,4
253,3
253,3
253,4
253,3.5
253,5
253,3
253,4
253,3.5
253,3
253,3
253,4
253,4.5
253,4.5
253,3
253,4
253,3
253,4
253,3
253,3.5
253,3.5
253,1
253,4
253,4
253,3
253,5
253,4
253,3
253,4
253,1
253,4
253,3
253,3
253,5
253,3
253,5
253,3
253,2
253,4
253,0.5
253,3
253,4.5
253,3
253,3
253,5
253,3
253,4
260,5
260,5
260,5
260,5
260,3
260,5
260,4
260,4
260,4.5
260,5
260,4
260,4
260,5
260,5
260,5
260,5
260,5
260,5
260,5
260,4
260,5
260,4
260,4.5
260,5
260,3.5
260,2.5
260,5
260,5
260,3
260,5
260,2
260,5
260,4
260,5
260,3.5
260,5
260,3.5
260,4
260,4.5
260,5
260,4.5
260,5
260,5
260,5
260,4
260,3
260,4
260,5
260,4
260,3.5
260,5
260,5
260,5
260,4.5
260,4
260,5
260,4
260,2.5
260,2
260,4
260,4
260,4
260,4
260,4
260,4
260,3
260,4
260,1
260,5
260,4.5
260,4
260,4
260,2.5
260,4.5
260,3.5
260,4
260,4
260,5
260,4
260,5
260,4
260,5
260,5
260,4
260,4.5
260,5
260,4.5
260,2.5
260,4.5
260,5
260,5
260,5
260,3.5
260,2
260,4.5
260,3.5
260,4.5
260,4
260,4.5
260,5
260,5
260,5
260,4
260,3.5
260,5
260,4
260,4
260,4
260,5
260,4
260,5
260,4
260,3
260,4
260,5
260,4
260,5
260,4
260,5
260,5
260,4
260,5
260,4
260,5
260,3.5
260,5
260,5
260,3.5
260,2.5
260,5
260,3
260,5
260,4
260,3
260,4.5
260,5
260,4
260,4
260,5
260,3
260,5
260,4.5
260,4
260,4
260,4
260,4
260,2
260,4.5
260,2
260,4
260,3
260,5
260,4
260,3.5
260,2
260,4
260,4
260,5
260,3.5
260,5
260,4
260,4.5
260,5
260,5
260,5
260,5
260,4
260,4
260,4
260,3
260,5
260,4
260,3
260,5
260,3
260,3.5
260,3.5
260,5
260,5
260,5
260,5
260,4
260,5
260,5
260,5
260,5
260,4
260,5
260,5
260,4
260,0.5
260,4
260,5
260,1.5
260,4
260,4
260,5
260,4.5
260,4
260,4.5
260,4.5
260,4
260,4
260,5
260,5
260,2
260,4
260,4
260,5
260,5
260,5
260,5
260,3.5
260,5
260,5
260,4
260,5
260,5
260,5
260,4.5
260,5
260,3.5
260,2
260,3.5
260,5
260,3
260,5
260,4
260,4.5
260,2
260,3.5
260,5
260,5
260,5
260,4
260,4
260,4.5
260,5
260,5
260,5
260,4
260,5
260,5
260,4
260,5
260,4
260,5
260,4.5
260,3
260,3.5
260,5
292,4
292,3
292,4
292,4
292,3
292,3
292,3
292,5
292,4
292,5
292,4
292,4
292,2.5
292,3.5
292,3
292,5
292,4
292,4
292,4
292,3
292,4
292,3
292,3.5
292,5
292,4
292,3
292,3
292,3
292,3
292,4
292,3
292,4
292,3
292,4
292,1
292,4
292,3
292,3
292,4
292,5
292,3
292,1
292,4
292,3
292,2
292,2.5
292,2
292,1
292,4
292,4
292,3
292,4
292,3
292,4
292,4
292,3
292,4.5
292,4
292,3
