fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
13.0,-73.98724,40.758267,-73.980255,40.763915,1
11.5,-73.973193,40.76383,-73.998073,40.740975,1
5.7,-73.988807,40.727108,-73.996652,40.720485,2
7.0,-73.966632,40.75403,-73.976467,40.751032,2
4.5,0.0,0.0,0.0,0.0,1
6.5,-73.965368,40.755121,-73.970364,40.762723,1
3.7,-73.982769,40.740915,-73.978468,40.744792,2
5.7,-73.984798,40.759626,-73.97595,40.762273,3
17.3,-73.98546,40.727718,-73.90349,40.745398,2
8.1,-74.004463,40.723925,-73.994317,40.750958,1
16.0,-73.9710922241211,40.79823303222656,-73.95574951171875,40.76432418823242,1
6.9,-73.992387,40.737652,-73.974202,40.736975,1
6.5,-73.99267,40.73382,-73.979688,40.74886,1
10.1,-73.978521,40.763818,-73.947429,40.781088,1
12.1,-73.980473,40.730286,-73.983125,40.770979,2
8.0,-73.967642,40.759712,-73.961722,40.770307,1
12.1,-73.981758,40.730967,-73.975143,40.718025,1
8.5,-74.000475,40.748182,-73.9747,40.741818,2
5.5,-73.95925903320312,40.79930877685547,-73.9690170288086,40.789188385009766,5
5.0,-73.95281,40.810996,-73.942629,40.806494,1
6.9,-73.994543,40.750255,-74.008516,40.733582,1
10.1,0.0,0.0,0.0,0.0,4
43.8,-74.005636,40.706648,-73.885227,40.772531,1
10.5,-73.978935,40.787605,-73.946607,40.772315,1
8.5,-73.968393,40.755092,-73.973805,40.737152,2
3.7,-74.007385,40.733542,-74.00172,40.740911,1
10.5,-74.002542,40.74468,-73.97353,40.751232,1
4.0,-73.997265,40.71939,-74.002812,40.723497,6
11.3,-73.986762,40.76748,-73.994643,40.733143,1
6.5,-73.996472,40.763525,-74.000687,40.743748,1
14.5,-73.991932,40.726152,-73.952927,40.775717,2
3.7,-73.981457,40.78114,-73.97986,40.784725,1
15.5,-73.99484252929688,40.72608947753906,-73.94967651367188,40.71625900268555,1
24.5,-73.951217,40.710962,-73.864434,40.770059,1
21.0,-73.96379852294922,40.757057189941406,-74.00846099853516,40.70804977416992,1
10.5,-74.017582,40.7071,-73.998045,40.729248,1
18.9,-74.003201,40.749146,-73.953401,40.66811,1
5.7,-73.97476,40.767265,-73.983212,40.760127,1
6.0,-73.96829223632812,40.79685592651367,-73.97614288330078,40.793968200683594,5
19.7,-73.888358,40.755255,-74.003972,40.756678,1
5.5,-73.978472,40.772422,-73.968453,40.767742,5
10.1,-73.966186,40.758083,-73.99655,40.725388,1
11.3,-73.998227,40.72596,-73.975462,40.765343,2
14.5,-73.98624420166016,40.74036407470703,-73.99214172363281,40.7642822265625,2
12.0,-73.951787,40.824817,-73.930255,40.810782,2
16.5,-73.897333,40.75258,-73.897333,40.75258,5
8.1,-73.993672,40.721167,-73.978647,40.745035,1
5.7,-73.979775,40.783871,-73.959947,40.779597,1
6.5,-73.99171,40.74971,-73.99556,40.73593,5
9.3,-73.987127,40.759383,-73.98197,40.782225,1
9.7,-74.00291,40.739208,-74.014442,40.717993,5
6.5,-73.988855,40.748885,-73.97948,40.753865,1
17.0,-73.988217,40.722907,-73.972002,40.7818,2
8.1,-73.984063,40.756213,-74.00692,40.751457,4
8.5,-73.99431,40.751072,-73.971895,40.749097,1
6.1,-73.972343,40.759693,-73.974177,40.748655,2
11.0,-73.989983,40.737772,-73.995735,40.759197,2
8.5,-73.969821,40.693065,-73.991578,40.680938,1
8.5,-73.984643,40.75427,-73.960753,40.778397,3
14.1,-74.004392,40.713118,-73.951,40.673533,1
23.7,-74.013358,40.704075,-73.980876,40.67327,2
7.0,-73.991013,40.756262,-73.975711,40.755705,1
17.54,-73.98993682861328,40.73467254638672,-73.95274353027344,40.74470520019531,1
9.5,-73.98143,40.76525,-73.97181,40.78185,5
17.0,-73.980983,40.741797,-73.946392,40.766152,3
11.0,-74.002843,40.733762,-73.973172,40.748427,1
9.0,-73.97759,40.753237,-73.987422,40.736877,1
8.9,-74.004971,40.740768,-73.97439,40.736813,1
6.9,-74.002783,40.733786,-74.011586,40.708078,1
25.5,-73.975446,40.782168,-74.005189,40.707178,1
9.0,-73.99401,40.76167,-73.979687,40.746422,2
7.7,-73.955123,40.773388,-73.97234,40.794948,2
4.9,-73.990192,40.746483,-73.979944,40.752012,1
10.5,-73.985365,40.76873,-73.96793,40.798962,5
2.9,-73.96055,40.76978,-73.957107,40.770118,1
31.7,0.0,0.0,0.0,0.0,1
26.25,-73.955288,40.770188,-73.862303,40.768818,3
6.1,-73.95261,40.778353,-73.96847,40.768062,1
8.0,-73.960011,40.75883,-73.953792,40.771093,1
4.9,-73.955723,40.776221,-73.956768,40.78164,1
4.9,-74.005897,40.740085,-74.000102,40.753425,1
5.7,-73.981019,40.78464,-73.966763,40.795688,1
12.5,-73.955768,40.772416,-73.913484,40.756339,1
3.0,-73.9689,40.754221,-73.971941,40.750067,1
10.0,-74.00362396240234,40.71331787109375,-73.98467254638672,40.703128814697266,6
35.33,-73.973136,40.757722,-73.871951,40.77428,2
7.7,-73.981768,40.761565,-73.977188,40.782065,5
13.0,-74.00563,40.740127,-73.97197,40.762742,1
6.5,-73.970061,40.765695,-73.982945,40.776649,1
8.5,-73.999973,40.669195,-74.001185,40.672878,2
4.5,-73.992675,40.756062,-73.987853,40.759472,1
7.0,-73.9468,40.776417,-73.95981,40.758585,1
5.7,-73.98326,40.738655,-73.993543,40.721766,1
8.5,-73.94396,40.776287,-73.956025,40.77213,1
8.0,-73.967103,40.75678,-73.98754,40.74968,3
4.9,-73.981368,40.77405,-73.982013,40.777397,1
11.0,-74.00373077392578,40.74823760986328,-73.98188018798828,40.728431701660156,1
8.9,-73.958285,40.778653,-73.974202,40.75158,1
8.1,-73.980122,40.739639,-74.002676,40.733284,2
6.1,-73.986877,40.743643,-74.002628,40.74875,2
6.0,-73.97085,40.76207,-73.97843,40.75112,1
11.3,-73.998122,40.722401,-73.973193,40.759067,4
9.5,-73.982428,40.771587,-73.962632,40.766805,1
8.5,-73.982092,40.772555,-73.971754,40.784563,2
15.0,-73.960987,40.77477,-73.982428,40.761445,1
9.0,-73.983258,40.749601,-74.008288,40.73749,1
5.3,-73.984473,40.761773,-73.984433,40.755009,1
5.5,-73.985798,40.759085,-73.981684,40.76365,1
6.5,-73.955955,40.782107,-73.951899,40.769448,3
15.7,-74.008472,40.708322,-73.988037,40.752717,1
19.5,-73.96235,40.779017,-73.983912,40.74347,1
14.5,-73.96866607666016,40.7608642578125,-74.0040054321289,40.73115921020508,1
7.5,-73.97360229492188,40.74747848510742,-73.98555755615234,40.741031646728516,5
6.1,-73.984935,40.745362,-73.975143,40.751062,5
6.5,-73.974858,40.756682,-73.99118,40.750273,3
4.9,-73.956953,40.774857,-73.94405,40.776033,1
6.0,-73.99164,40.739203,-73.991436,40.750114,1
9.3,-73.98388,40.725553,-73.973888,40.762931,1
17.3,-73.951824,40.791045,-73.95153,40.791574,1
7.7,-73.982365,40.723398,-73.991761,40.738959,1
6.1,-73.994042,40.726823,-73.9843,40.745533,2
12.1,-73.944543,40.787928,-73.981962,40.769257,5
7.7,-73.984091,40.770105,-73.965472,40.75322,1
4.5,-73.969042,40.785717,-73.976067,40.775805,1
16.5,-74.014606,40.709724,-73.989413,40.747747,2
3.3,-73.955912,40.776207,-73.953657,40.772568,1
5.0,-73.99212,40.749337,-73.99614,40.744302,1
4.5,-73.992402,40.753587,-73.985712,40.762272,1
8.0,-73.990609,40.756165,-73.970496,40.761578,1
6.3,-73.966953,40.761445,-73.952844,40.776447,1
11.5,-73.972955,40.758332,-73.971352,40.782512,3
39.87,-73.997847,40.72166,-73.870807,40.773957,1
17.7,-73.993762,40.661006,-73.905236,40.643292,1
4.1,-73.98533,40.763497,-73.980772,40.774115,1
20.5,-73.974951,40.75283,-73.958773,40.815834,1
5.3,-73.948042,40.7846,-73.916752,40.770135,5
4.0,-73.98336791992188,40.722164154052734,-73.97708129882812,40.726280212402344,1
5.5,-73.987832,40.76057,-73.986637,40.76924,1
6.0,-73.979275,40.767022,-73.976862,40.777557,1
8.0,-73.987842,40.733665,-74.00284,40.73366,3
10.9,-73.993471,40.724286,-73.960141,40.761941,2
28.5,-73.997588,40.718543,-73.848622,40.738892,1
13.3,-73.982902,40.771363,-73.98833,40.757268,1
9.5,-73.939327,40.826582,-73.939163,40.805097,1
5.0,-73.97891,40.78509,-73.968807,40.791677,1
17.0,-74.002355,40.740009,-73.973651,40.789716,3
7.0,-73.98873901367188,40.71885299682617,-73.98456573486328,40.7322883605957,2
8.1,-74.007669,40.732,-73.991315,40.735107,1
9.3,-73.959706,40.718001,-73.97607,40.694086,1
4.9,-73.987106,40.747616,-73.986466,40.753679,2
5.5,-73.988813,40.741225,-73.97822,40.742455,1
5.7,-74.0169,40.635167,-74.027788,40.61651,2
7.3,-73.986238,40.74799,-73.979443,40.73108,1
4.9,-73.997447,40.746625,-73.988845,40.736831,2
6.9,-74.006468,40.739201,-73.988945,40.744698,4
7.7,-73.976926,40.788258,-73.950711,40.771092,1
17.5,-73.982363,40.767472,-73.990991,40.713861,1
9.7,-73.96389,40.761303,-73.994363,40.74098,2
7.0,-73.977875,40.742292,-73.98672,40.746992,1
7.3,-73.993873,40.73266,-73.985965,40.752142,2
23.7,-73.99779,40.720709,-73.949915,40.821933,1
6.9,-74.002438,40.729143,-73.985187,40.723943,1
17.0,-73.989164,40.738868,-73.954409,40.773224,1
10.9,-73.991611,40.716141,-73.967242,40.760682,1
12.9,-73.951105,40.778233,-73.986243,40.751712,2
5.5,-73.9951171875,40.72528839111328,-73.98417663574219,40.737369537353516,1
7.7,-73.984783,40.769383,-73.974408,40.793463,2
15.5,-73.987167,40.73323,-73.977527,40.757612,1
10.9,-74.005533,40.74569,-73.997512,40.725517,2
29.3,-73.982173,40.768538,-73.871179,40.774292,1
21.5,-73.992562,40.736504,-73.915803,40.75739,1
5.3,-73.894247,40.768503,-73.911517,40.775537,1
6.0,-73.95908,40.771635,-73.96378,40.774085,1
8.0,-74.005124,40.71908,-73.98779,40.750044,1
10.9,-73.862827,40.768807,-73.865363,40.757597,2
20.0,-73.970089,40.761239,-74.009459,40.705636,2
8.5,-74.007701,40.732188,-74.008908,40.714567,1
4.9,-73.983693,40.730138,-73.983555,40.721405,1
4.5,-73.981417,40.67493,-73.972315,40.670122,5
6.9,-73.954982,40.783315,-73.945378,40.775307,1
8.1,-73.993403,40.752353,-73.969665,40.764768,5
6.5,-73.99701,40.725298,-74.00776,40.716503,1
17.5,-73.901362,40.767747,-73.97131,40.7621,5
39.33,-73.95675,40.804182,-73.814792,40.736057,1
4.5,-74.01134,40.715488,-74.016202,40.709653,1
12.9,-73.967675,40.787705,-73.960231,40.77379,1
16.5,-73.968303,40.799743,-74.007583,40.739432,1
10.5,-73.983983,40.743482,-74.003728,40.722784,1
25.83,-73.98166,40.732612,-73.899625,40.749127,5
4.9,-74.0001,40.7429,-73.9914,40.7554,0
21.0,-73.937759,40.758967,-73.901415,40.771217,1
6.1,-73.974292,40.746653,-73.974154,40.731287,2
5.0,-73.959235,40.771947,-73.9575,40.780017,1
7.3,-73.978368,40.788465,-73.988377,40.768053,1
7.7,-73.978953,40.747463,-73.962554,40.758654,1
6.5,-73.981234,40.784348,-73.986238,40.769913,1
7.5,-73.96638488769531,40.77329635620117,-73.9815902709961,40.77654266357422,1
13.7,0.0,0.0,0.0,0.0,1
30.900000000000002,-73.861572,40.770882,-73.977595,40.782972,1
10.5,-73.970898,40.796156,-73.977881,40.764279,1
6.1,0.0,0.0,0.0,0.0,1
8.0,-73.977008,40.743435,-73.985182,40.747658,1
11.3,-73.964693,40.764117,-73.994558,40.754328,1
6.9,-73.986921,40.764366,-73.97037,40.752545,1
6.5,-73.975003,40.762445,-73.988623,40.74299,1
7.3,-73.979259,40.784977,-73.980968,40.76317,1
9.0,-73.99540710449219,40.76472473144531,-73.98287200927734,40.75044631958008,4
7.7,-73.993592,40.757217,-73.985532,40.73608,1
5.3,-73.959735,40.763248,-73.944793,40.778387,6
12.9,-73.993817,40.72037,-73.949139,40.785306,1
8.5,-73.982327,40.762532,-73.958883,40.769027,1
52.0,-74.0124282836914,40.70769119262695,-73.78656005859375,40.644412994384766,1
29.3,-73.863583,40.768892,-73.972157,40.756488,1
6.9,-73.999568,40.719579,-74.01598,40.71528,1
6.1,-73.9822,40.751469,-73.993269,40.749857,1
7.7,-73.949668,40.777038,-73.970365,40.759005,2
7.7,0.0,0.0,0.0,0.0,1
10.5,-73.952572,40.810788,-73.960965,40.780748,4
10.5,-73.991018,40.750667,-73.994508,40.72204,1
6.0,-74.014344,40.717457,-74.01795,40.705968,1
13.0,-73.960875,40.7722,-73.98582,40.755167,1
11.0,-74.00284,40.76056,-73.99374,40.74909,1
10.1,-73.993775,40.758913,-73.979473,40.760958,1
10.5,-74.016465,40.710148,-74.006347,40.743253,1
6.1,-73.983545,40.77465,-73.981472,40.76658,1
8.9,-73.966035,40.773993,-73.99144,40.759913,1
8.5,-73.998417,40.744924,-73.981709,40.728645,1
9.5,-73.98991394042969,40.755516052246094,-73.98348999023438,40.7446403503418,1
12.1,-73.950721,40.779091,-73.993976,40.750019,1
28.900000000000002,-73.870796,40.77371,-73.981349,40.774033,1
49.8,-73.780608,40.646212,-73.977085,40.7497,1
6.5,-74.006297,40.738691,-74.003677,40.732182,1
16.1,-73.98997,40.736982,-73.9319,40.765017,1
3.5,-73.985809,40.74167,-73.984286,40.745819,1
5.3,-73.96786,40.76702,-73.981648,40.764603,2
12.0,-73.970685,40.764376,-73.991524,40.735506,2
6.1,-73.998035,40.756132,-73.979267,40.750432,2
11.3,-73.976053,40.760226,-74.003627,40.742014,2
11.7,-73.987977,40.737859,-73.981302,40.773494,1
55.5,-73.777143,40.646408,-74.016962,40.628347,1
18.5,-73.947921,40.778884,-73.888807,40.828216,3
3.7,-74.014181,40.704835,-74.012552,40.702583,1
4.5,-73.980784,40.779757,-73.971152,40.789375,1
10.5,-73.992065,40.737888,-73.97818,40.757952,3
16.5,-73.993172,40.729652,-73.96194,40.720167,1
5.3,-73.977837,40.786578,-73.967587,40.80279,2
4.3,-73.948408,40.774479,-73.953312,40.770854,1
9.0,-73.985049,40.721905,-74.00616,40.735174,1
9.3,-73.99033,40.751269,-73.990936,40.726581,1
9.5,-73.981664,40.744462,-73.998252,40.724062,1
20.1,-74.001609,40.730791,-73.94305,40.805883,1
5.5,-73.99433898925781,40.751190185546875,-73.98214721679688,40.74925994873047,1
4.5,-73.99182,40.744228,-73.98482,40.754318,3
5.5,-74.00167083740234,40.739410400390625,-74.0066909790039,40.74406051635742,2
8.1,-73.970683,40.757218,-73.994826,40.746172,1
7.8,-73.987822,40.748163,-73.985031,40.76414,1
6.9,-73.979504,40.752555,-73.965963,40.771163,1
26.0,-73.96231,40.779,-73.987025,40.750387,2
14.0,-73.999822,40.72515,-73.972532,40.754002,1
13.0,-73.98924255371094,40.71896743774414,-74.0134506225586,40.70901107788086,1
8.0,-74.002296,40.729582,-74.007747,40.741054,1
19.3,-73.995125,40.739647,-73.95156,40.707772,6
57.33,-73.994279,40.720403,-73.787189,40.647509,1
10.1,-73.987934,40.747763,-74.000905,40.761831,1
5.5,-73.954168,40.767027,-73.96711,40.763717,1
6.5,-73.981407,40.741252,-73.991932,40.73838,1
7.5,-73.999818,40.738278,-74.000535,40.723912,1
35.7,-73.885465,40.773117,-73.987205,40.759487,1
3.3,-73.985282,40.76089,-73.978365,40.76159,1
4.9,-73.795017,40.65674,-73.796502,40.657198,1
5.7,-73.989143,40.758738,-73.977727,40.753764,1
10.9,-73.98229,40.760058,-73.997292,40.724205,1
4.9,-73.985105,40.723875,-73.989293,40.734162,1
7.7,-73.954314,40.764225,-73.979322,40.766501,1
10.5,-73.994603,40.755861,-73.994715,40.73972,2
8.9,-73.989847,40.73553,-73.988323,40.719892,2
3.5,-73.978762,40.744915,-73.97626,40.74903,1
5.5,-74.00247955322266,40.750125885009766,-73.99224090576172,40.763912200927734,2
8.0,-73.993027,40.742682,-73.978955,40.73957,2
8.5,-73.950077,40.795778,-73.960803,40.775646,1
7.3,-74.00447,40.721712,-74.006342,40.743757,1
15.5,-73.987317,40.760772,-73.958613,40.767092,2
11.3,-73.983027,40.729812,-74.007418,40.706907,2
7.3,-73.955612,40.787813,-73.978055,40.786698,1
20.0,-73.960682,40.818282,-74.006657,40.754782,5
4.9,-73.972545,40.744657,-73.973772,40.745532,1
9.0,-73.939288,40.805142,-73.952925,40.781835,1
6.0,-73.960682,40.77526,-73.955228,40.785857,6
3.7,-73.954844,40.777652,-73.949624,40.785388,1
57.33,-73.784442,40.648617,-73.991587,40.742277,1
4.1,-74.005073,40.718248,-73.997473,40.721118,5
12.5,-73.987106,40.7601,-73.923218,40.739652,1
6.1,-73.987913,40.774988,-73.973712,40.794435,2
10.9,-73.973284,40.755233,-74.010152,40.731303,1
11.3,-74.006245,40.716915,-73.979467,40.738968,1
7.7,-73.971879,40.757479,-73.985315,40.760752,1
6.9,-73.962905,40.758377,-73.978616,40.756644,1
6.5,-73.993702,40.721267,-73.981837,40.72458,5
6.0,-73.978805,40.745032,-73.993513,40.744962,2
6.0,-74.000037,40.726825,-74.007124,40.73334,1
7.9,-73.884358,40.755717,-73.914957,40.753778,1
27.3,-73.986073,40.741017,-73.896668,40.749465,5
13.5,-73.95650482177734,40.778221130371094,-73.97418975830078,40.75399398803711,6
7.7,-74.004353,40.721835,-74.007642,40.74087,1
24.0,-73.987322,40.724853,-73.893017,40.752823,1
9.7,-74.000363,40.726819,-73.977399,40.763661,2
5.7,-73.962493,40.758395,-73.957152,40.774393,1
2.5,-73.997433,40.721322,-73.98568,40.740922,1
6.0,-73.9485092163086,40.77404022216797,-73.95686340332031,40.780696868896484,2
5.3,-73.990948,40.745457,-73.974112,40.742738,1
7.3,-73.95428,40.783995,-73.969627,40.760355,1
8.1,-73.981705,40.732545,-73.99489,40.750085,1
14.5,-73.976792,40.749272,-73.976792,40.788212,1
9.7,-73.991898,40.726095,-73.97446,40.758545,2
12.5,-73.94944,40.78138,-73.988428,40.764121,1
6.5,-74.003357,40.727086,-73.990766,40.748632,1
7.0,-73.9925,40.728677,-73.979845,40.726932,2
11.0,-73.970558,40.75508,-73.98165,40.766472,1
6.0,-73.98618,40.767252,-73.99364,40.7597,5
8.0,-73.980803,40.76017,-73.979975,40.747927,1
8.1,-73.994992,40.734827,-73.99805,40.725627,5
12.1,-73.998607,40.740093,-73.980317,40.761147,5
12.0,-73.985643,40.777897,-73.944978,40.775902,5
13.0,-73.988022,40.7649,-73.99745,40.724773,1
5.7,-73.973735,40.753693,-73.986733,40.740302,1
6.5,-73.97413635253906,40.7310791015625,-73.97122192382812,40.746768951416016,1
10.5,-73.951489,40.769993,-73.964762,40.791777,1
18.5,-73.862905,40.768817,-73.831052,40.716057,1
8.1,-73.980546,40.764284,-73.975702,40.752134,1
6.5,-74.004537,40.742325,-73.991665,40.75548,1
7.5,-73.978405,40.762692,-73.99317,40.752283,2
28.67,-73.989044,40.736798,-73.873067,40.77436,1
7.7,-74.011663,40.720363,-74.007772,40.706083,6
42.0,-73.78529,40.648425,-73.926808,40.761522,1
6.0,-73.981959,40.736775,-73.975994,40.74862,1
35.5,-74.01172637939453,40.70759963989258,-73.97289276123047,40.7806282043457,1
7.7,-73.990452,40.737176,-74.00965,40.715708,1
6.9,-74.01049,40.712327,-73.998718,40.72299,1
4.1,-74.009965,40.711238,-74.008812,40.718647,2
14.5,-73.956008,40.764101,-73.980106,40.72941,1
3.7,-73.987183,40.776045,-73.981407,40.779902,1
40.1,-73.988407,40.769536,-73.945635,40.717324,1
5.7,-73.98587,40.753523,-73.973872,40.745913,1
45.0,-73.978847,40.762407,-73.783087,40.64388,1
6.0,-74.004553,40.747801,-74.003838,40.73678,1
8.1,-74.007834,40.739472,-74.017499,40.709229,3
7.5,-74.012815,40.702487,-74.009925,40.721352,1
30.83,-73.874527,40.773989,-73.988078,40.745846,2
9.7,-73.980538,40.757821,-73.954016,40.782169,1
14.9,-73.97797,40.761888,-73.985237,40.747753,1
3.3,-73.998362,40.740503,-74.00497,40.743299,1
14.0,-73.988067,40.722362,-73.995708,40.75919,1
14.1,-73.9972,40.72263,-73.975541,40.755772,3
5.0,-73.985083,40.768395,-73.989619,40.76225,1
8.9,-73.974954,40.75881,-73.948991,40.771833,2
5.3,-73.962072,40.779323,-73.976013,40.781508,2
6.0,-74.00529,40.740172,-74.00228,40.730152,3
3.3,-73.964212,40.770775,-73.968478,40.76497,5
10.5,-73.978875,40.76157,-73.955803,40.772423,4
5.7,-73.982752,40.769638,-73.97497,40.762063,1
15.0,-73.99128,40.74203,-73.950935,40.769795,1
9.3,-73.972664,40.755958,-74.001488,40.734272,2
14.0,-73.987573,40.732619,-74.004378,40.707404,1
3.7,-73.961544,40.768256,-73.964956,40.772556,1
6.5,-73.991675,40.726907,-73.996542,40.737992,6
5.5,-73.967897,40.755562,-73.964435,40.764502,1
9.5,-73.982295,40.774858,-74.000654,40.758343,1
4.1,-73.989463,40.75527,-73.991508,40.753207,1
37.33,-73.863865,40.769882,-73.984185,40.754292,2
22.1,-73.993502,40.754114,-73.920304,40.828136,1
10.5,0.0,0.0,0.0,0.0,1
4.9,-73.9641,40.75591,-73.96907,40.764058,2
8.1,-73.993637,40.751932,-73.973421,40.743842,1
27.5,-73.990347,40.757452,-73.926033,40.863657,1
7.5,-74.003157,40.733561,-73.989303,40.740376,1
9.5,0.0,0.0,0.0,0.0,1
8.1,-73.979365,40.757945,-73.967423,40.760767,1
8.9,-73.949077,40.773192,-73.97176,40.75055,3
4.5,-73.974487,40.756735,-73.977295,40.759092,1
8.5,-74.007825,40.717107,-74.008765,40.741987,1
5.0,-73.98297119140625,40.7447624206543,-73.9833984375,40.7502555847168,1
5.3,-73.979742,40.743552,-73.975675,40.733215,5
8.5,-73.98232,40.771798,-73.96335,40.768932,1
4.0,-73.94023,40.750887,-73.94681,40.749417,6
